"banyak","standar","sering","tinggi","standar","sedang","jarang","sedikit","withdrawal (h04)","r112"
"banyak","standar","sering","tinggi","standar","sedang","cukup","sedikit","withdrawal (h04)","r113"
"banyak","standar","sering","tinggi","standar","sedang","sering","sedikit","withdrawal (h04)","r114"
"sedikit","cepat","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r115"
"sedikit","cepat","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r116"
"sedikit","cepat","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r117"
"sedikit","standar","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r118"
"sedikit","standar","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r119"
"sedikit","standar","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r120"
"sedikit","lama","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r121"
"sedikit","lama","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r122"
"lumayan","cepat","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r123"
"lumayan","cepat","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r124"
"lumayan","cepat","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r125"
"lumayan","standar","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r126"
"lumayan","standar","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r127"
"lumayan","standar","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r128"
"lumayan","lama","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r129"
"lumayan","lama","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r130"
"banyak","cepat","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r131"
"banyak","cepat","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r132"
"banyak","cepat","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r133"
"banyak","standar","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r134"
"banyak","standar","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r135"
"banyak","standar","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r136"
"banyak","lama","jarang","rendah","cepat","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r137"
"banyak","lama","jarang","rendah","standar","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r138"
"banyak","lama","jarang","rendah","lama","sedang","jarang","sedikit","relapse dan reinstatement (h05)","r139"
"sedikit","standar","jarang","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r140"
"sedikit","standar","jarang","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r141"
"sedikit","standar","jarang","rendah","standar","sedang","cukup","banyak","conflict (h06)","r142"
"sedikit","standar","jarang","rendah","standar","sedang","sering","sedikit","conflict (h06)","r143"
"sedikit","standar","jarang","rendah","standar","sedang","sering","lumayan","conflict (h06)","r144"
"sedikit","standar","jarang","rendah","standar","sedang","sering","banyak","conflict (h06)","r145"
"sedikit","standar","jarang","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r146"
"sedikit","standar","jarang","sedang","standar","sedang","cukup","banyak","conflict (h06)","r147"
"sedikit","standar","jarang","sedang","standar","sedang","sering","lumayan","conflict (h06)","r148"
"sedikit","standar","jarang","sedang","standar","sedang","sering","banyak","conflict (h06)","r149"
"sedikit","standar","jarang","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r150"
"sedikit","standar","jarang","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r151"
"sedikit","standar","jarang","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r152"
"sedikit","standar","jarang","tinggi","standar","sedang","sering","banyak","conflict (h06)","r153"
"sedikit","standar","cukup","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r154"
"sedikit","standar","cukup","rendah","standar","sedang","cukup","lumayan","conflict (h06)","r155"
"sedikit","standar","cukup","rendah","standar","sedang","cukup","banyak","conflict (h06)","r156"
"sedikit","standar","cukup","rendah","standar","sedang","sering","sedikit","conflict (h06)","r157"
"sedikit","standar","cukup","rendah","standar","sedang","sering","lumayan","conflict (h06)","r158"
"sedikit","standar","cukup","rendah","standar","sedang","sering","banyak","conflict (h06)","r159"
"sedikit","standar","cukup","sedang","standar","sedang","cukup","lumayan","conflict (h06)","r160"
"sedikit","standar","cukup","sedang","standar","sedang","cukup","banyak","conflict (h06)","r161"
"sedikit","standar","cukup","sedang","standar","sedang","sering","lumayan","conflict (h06)","r162"
"sedikit","standar","cukup","sedang","standar","sedang","sering","banyak","conflict (h06)","r163"
"sedikit","standar","cukup","tinggi","standar","sedang","cukup","lumayan","conflict (h06)","r164"
"sedikit","standar","cukup","tinggi","standar","sedang","cukup","banyak","conflict (h06)","r165"
"sedikit","standar","cukup","tinggi","standar","sedang","sering","lumayan","conflict (h06)","r166"
"sedikit","standar","cukup","tinggi","standar","sedang","sering","banyak","conflict (h06)","r167"
"sedikit","standar","sering","rendah","standar","sedang","cukup","sedikit","conflict (h06)","r168"
